# Livello 3 - SnakeRunner

[Obstacles]
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
0,1
6,1
12,1
18,1
24,1
30,1
36,1
0,2
6,2
12,2
16,2
18,2
24,2
30,2
36,2
0,3
6,3
12,3
16,3
18,3
24,3
30,3
36,3
0,4
6,4
12,4
16,4
18,4
24,4
30,4
36,4
0,5
6,5



11,5
12,5
16,5
18,5
24,5
30,5
36,5
0,6


16,6

24,6
30,6
36,6
0,7
1,7
2,7





24,7
30,7
36,7
0,8
4,8
6,8




30,8
36,8
0,9
4,9


18,9
19,9
20,9
21,9





28,9
29,9
30,9
36,9
0,10



16,10
18,10
21,10

30,10
33,10
36,10
0,11
4,11
6,11
12,11

15,11
16,11
17,11
18,11
21,11
24,11
30,11
33,11
36,11
0,12


12,12
16,12
18,12
21,12
24,12
30,12

33,12
34,12
35,12
36,12
0,13
1,13
2,13
3,13






11,13
12,13
16,13
18,13
21,13
24,13
30,13
33,13
36,13
0,14


12,14
16,14
18,14
21,14
24,14
30,14
33,14
34,14
36,14
0,15



9,15
10,15
11,15
12,15
16,15
18,15
21,15
24,15
30,15
33,15
34,15
36,15
0,16
1,16



6,16
12,16
16,16
18,16
21,16
24,16

30,16
33,16
34,16
36,16
0,17
6,17
12,17
16,17
18,17
19,17
20,17
21,17

24,17

30,17
33,17
34,17
36,17
0,18
6,18
12,18
16,18
18,18
24,18

30,18

33,18
34,18
35,18
36,18
0,19
6,19
12,19
16,19
18,19
24,19
27,19
30,19
33,19
36,19
0,20
6,20
12,20



17,20
18,20
24,20
27,20
30,20
33,20
36,20
0,21
6,21
12,21
18,21
24,21
27,21

33,21
36,21
0,22
6,22
12,22
18,22
24,22
25,22
26,22



33,22
36,22
0,23
6,23
7,23


11,23
12,23
18,23
24,23
27,23

33,23
36,23
0,24
6,24
12,24
16,24
18,24



23,24
24,24

34,24
35,24
36,24
0,25
6,25
12,25
13,25
14,25
16,25
17,25
18,25
24,25

33,25
36,25
0,26
6,26
12,26
16,26
18,26
24,26


36,26
0,27
6,27
12,27
16,27
18,27
24,27

33,27
36,27
0,28
1,28
2,28
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,28
30,28
31,28
32,28
33,28
34,28
35,28
36,28

[Collectibles]

22,18,LIFE_BOOST
32,23,CLOCK
5,14,FOOD
10,18,FOOD
13,23,FOOD
20,8,FOOD
22,13,FOOD
26,9,FOOD
28,15,FOOD
31,7,FOOD
32,14,FOOD
9,3,FOOD
3,25,FOOD
13,16,FOOD
21,3,FOOD
27,3,FOOD
20,23,LIFE_BOOST
9,25,LIFE_BOOST
3,4,FOOD
34,4, KEY




34,26,FLAG

[Doors]
33,26


