# Livello 2 - SnakeRunner

[Obstacles]  
0,0 
0,1 
0,2 
0,3 
0,4 
0,5 
0,6 
0,7 
0,8 
0,9 
0,10 
0,11 
0,12 
0,13 
0,14 
0,15 
0,16 
0,17 
0,18 
0,19 
0,20 
0,21 
0,22 
0,23 
0,24 
0,25 
0,26 
0,27 
0,28
9,0 
9,1 
9,2 
9,3 
9,4 
9,5 
9,6 
9,7 
9,8 
9,18 
9,19 
9,20 
9,21 
9,22 
9,23 
9,24 
9,25 
9,26 
9,27 
9,28
18,8 
18,9 
18,10 
18,11 
18,12 
18,13 
18,14 
18,15 
18,16 
18,17 
18,18 
18,19 
18,20
27,0 
27,1 
27,2 
27,3 
27,4 
27,5 
27,6 
27,7 
27,8 
27,18 
27,19 
27,20 
27,21 
27,22 
27,23 
27,24 
27,25 
27,26 
27,27 
27,28
1,14 
2,14 
3,14 
4,14 
5,14 
10,7 
11,7 
12,7 
13,7 
14,7 
15,7 
10,21 
11,21 
12,21 
13,21 
14,21 
15,21 
19,14 
20,14 
21,14 
22,14 
23,14 
24,14 
25,14 
26,14 
28,7 
29,7 
30,7 
31,7 
32,7 
33,7 
34,7 
35,7 
28,21 
29,21 
30,21 
31,21 
32,21 
33,21 
34,21 
35,21

5,0
5,1
5,2
5,3
5,4
5,6
5,7
5,8

3,21
4,21
5,21
6,21
7,21
8,21
15,3
15,4
15,5
15,6
15,25
15,24
15,23
15,22

19,20
20,20
21,20
21,19
21,18
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28


6,6
27,9
27,10,
27,11
27,12
28,12
29,12
30,12
31,12
32,12
32,13
32,14
32,15
32,16
32,17


19,8
20,8
21,8
22,8
23,8





[Collectibles]

32,4,FLAG
3,3,FOOD
7,3,FOOD
9,15,FOOD
12,4,FOOD
12,24,FOOD
7,24,FOOD
25,6,CLOCK
23,4,FOOD
21,11,FOOD
24,23,FOOD
30,9,FOOD
33,26,FOOD

